board_id,post_id,analysis_unit,title,published_at,source_url,selection_reason,views,recommendations,comment_count,analyzed_comment_count,comments_complete,body_sentiment,comment_reaction,intent,topic,confidence,evidence_terms,body_excerpt,model_version
2298,224746,ark,하드메이린 90.5퍼인데,2026-07-16 03:44:00+00:00,https://www.inven.co.kr/board/maple/2298/224746,comments,757,0,12,12,True,neutral,positive,information,밸런스·스킬,0.35,,"기믹 때 평딜 쉬고 악몽/흉몽, 혼돈 정도만 털어준다는 생각으로 해도 클리어각 볼만한가요?... 일단 기믹을 한번도 실수하지 않아야 되는 건 맞는 것 같은데",domain-lexicon-v1.1
2298,224792,ark,와우 아크 스킬보이스,2026-07-16 09:05:00+00:00,https://www.inven.co.kr/board/maple/2298/224792,recommendations,1005,1,2,1,False,neutral,neutral,debate,밸런스·스킬,0.35,,평소에 안키다가 이번에 켜놓고 보스 쳐봤는데 진짜 못듣겠다 이건ᄏᄏᄏ 보이스 작업 다시 해야 하는 거 아닌가,domain-lexicon-v1.1
2298,224764,ark,신규스킬 스택,2026-07-16 08:02:00+00:00,https://www.inven.co.kr/board/maple/2298/224764,views,2565,0,3,3,True,neutral,negative,information,밸런스·스킬,0.35,,보스한테 안쌓이고 스킬 자체에서 카운트 되는걸로 바꼈네,domain-lexicon-v1.1
2295,299397,battle_mage,명계의 번개 범위가 늘면 뭐가 좋은 거예요?? 사냥스킬인가요??,2026-07-16 08:14:00+00:00,https://www.inven.co.kr/board/maple/2295/299397,comments,747,0,8,8,True,neutral,negative,question,밸런스·스킬,0.35,,ᄌᄀᄂ,domain-lexicon-v1.1
2295,299485,battle_mage,전장연의 심리가 이해되는 하루다,2026-07-16 09:27:00+00:00,https://www.inven.co.kr/board/maple/2295/299485,recommendations,379,5,1,1,True,neutral,neutral,information,밸런스·스킬,0.35,,ᄏᄏ개씨발 이딴 1급지체장애인직업 탈출은 지능순이야~~~,domain-lexicon-v1.1
2295,299409,battle_mage,결국 배메는 너프네,2026-07-16 08:25:00+00:00,https://www.inven.co.kr/board/maple/2295/299409,views,930,1,3,2,False,negative,negative,information,커뮤니티,0.6,너프,너프전에 데티 칼로스 잡아서 다행이다,domain-lexicon-v1.1
2295,299470,bishop,이번 신규 스킬코어 열지도 않을 사람들은 추천좀,2026-07-16 09:17:00+00:00,https://www.inven.co.kr/board/maple/2295/299470,comments,1528,5,14,15,True,neutral,negative,information,밸런스·스킬,0.35,,일단 나부터... 딱봐도 지금 상황에서 변할게 없어 보임... 하드벨로나 2인은 나와봐야 알거 같고,domain-lexicon-v1.1
2295,299399,bishop,2차테섭 신스킬 딜 점유율,2026-07-16 08:17:00+00:00,https://www.inven.co.kr/board/maple/2295/299399,recommendations,2288,7,8,8,True,neutral,negative,information,밸런스·스킬,0.35,,2.81% 1차 테섭은 3.03%였습니다,domain-lexicon-v1.1
2294,457676,blaster,패치가 뭣같아도 할건 해야하니..,2026-07-16 10:12:00+00:00,https://www.inven.co.kr/board/maple/2294/457676,comments,393,0,9,9,True,neutral,negative,information,밸런스·스킬,0.35,,"매그팡 매크로로 쓰시는분들은 오버를 매크로 넣어서 쓰실거면 릴파+오버 매크로를 묶을게 아니라 오버+매그+팡 매크로를 묶는게 맞는거 같음.. 릴파+오버를 매크로로 묶어서 써보니까 릴파 후딜때매 오버가 한참 늦게 나감 근데 막상 오버는 후딜이 짧아서 더킹/스웨이로 캔슬할시간에 해매팡처럼 바로 매그팡 쓰는게 나은듯 릴파 -> 더킹/스웨이캔슬 -> 오버+매그팡 -> 더킹/스웨이캔슬 -> 매그팡 이런식으루.. 전 해매팡을 매크로로 묶어서 쓰다보니 릴파, 해매팡 매크로, 오버매그팡 매크로 이렇게 3개 키로 쓰려구요..",domain-lexicon-v1.1
2294,457789,blaster,신스킬 사용법,2026-07-16 13:34:00+00:00,https://www.inven.co.kr/board/maple/2294/457789,recommendations,225,1,3,5,True,neutral,neutral,information,밸런스·스킬,0.35,,"릴파벙 + 오버히트 매크로 설정 릴파벙 후 더킹캔슬시 릴파벙 키 재입력으로 오버히트 사용 릴파벙 공중판정으로 더킹 공캔시 자동으로 오버히트 사용 릴파벙 후 더킹 타이밍으로 직접발동 할것이냐, 자동발동 시킬것이냐가 조절되는 격인데 저는 이렇게 사용해볼 것 같습니다",domain-lexicon-v1.1
2294,457620,blaster,필터키 기능 레전드,2026-07-16 09:34:00+00:00,https://www.inven.co.kr/board/maple/2294/457620,views,664,0,5,5,True,neutral,neutral,information,커뮤니티,0.35,,ᄏᄏᄏᄏᄏᄏᄏᄏᄏ필터키 켜보니까 더킹 차칭하고 점프 한번만눌러도 덕슬됨 ᄏᄏᄏᄏᄏᄏᄏᄏᄏ 이거 재밌네 ᄏᄏᄏᄏ,domain-lexicon-v1.1
2296,184441,bowmaster,그래도 할만하니 일단은 걍할래..,2026-07-16 09:23:00+00:00,https://www.inven.co.kr/board/maple/2296/184441,comments,1452,0,5,5,True,positive,positive,praise,밸런스·스킬,0.6,만족,메카닉이나 미하일정도는아니니까.. 만족하면서할래 근데 폭시중 스킬발동안되는거랑 오징어는 개빡치긴함,domain-lexicon-v1.1
2296,184448,bowmaster,'응 안 열어'하고 있지 말고 건의합시다ㅠㅠ,2026-07-16 09:36:00+00:00,https://www.inven.co.kr/board/maple/2296/184448,recommendations,882,10,1,1,True,neutral,neutral,request,밸런스·스킬,0.35,,그래도 6차 코어칸 한 자리 차지하는 스킬 받는 건데 데미지는 약한 거 인정하지만 이펙트랑 구조 개선은 다같이 건의해요! 폭시 끊는 뻑뻑한 사용감에 오징어는 진짜 아니잖아요ᅲᅲ,domain-lexicon-v1.1
2296,184376,bowmaster,신규6차 진짜 안열어야겠다,2026-07-16 08:33:00+00:00,https://www.inven.co.kr/board/maple/2296/184376,views,1855,0,2,1,False,neutral,neutral,information,밸런스·스킬,0.35,,딜도 별로 안쌔지고 걍 유기해야겠네 ᅲᅲ,domain-lexicon-v1.1
2298,224823,buccaneer,5차강화 적용안되면 30강해도 손해임.,2026-07-16 10:31:00+00:00,https://www.inven.co.kr/board/maple/2298/224823,comments,979,12,8,9,True,neutral,negative,complaint,밸런스·스킬,0.35,,"기존 - 씨 서펜트 인레이지 : ( 970 + 340 ) x 8 x 2.2 = 23,056 % - 서펜트 어썰트 인레이지 : 853 x 6 x 10 x 2.2 = 112,596 % 신규 스킬 -씨 넵투누스 : 1050 x 12 = 12,600 % -넵투누스 어썰트 : 1061 x 13 x 8 = 110,344 % 씨 넵투누스가 8번발동이니 넵투누스 어썰트가 2회 발동이니 그런건 의미가 없음 왜냐면 신규 스킬 자체가 ""기존 스킬을 강화하는"" 방식이기 때문에 딜이 쌔지기 위해선 당연히 기존 스킬 퍼뎀보다 높아야 하는데 퍼뎀을 보셈. 저게 30레벨 기준인데 30레벨조차 기존 스킬 퍼뎀보다 낮음. 그런데도 5차 강화코어 적용 안되는게 의도된 사항이다? 아무리 20초간 데미지10% 증가가 있다 해도 스킬 자체딜이 저렇게 약해지는게 맞는거임? 점유율이 몇퍼네 마네 그건 전혀 의미가 없음. 기존스킬 강화방식이기 때문에 그만큼 씨 서펜트 인레이지랑 서펜트 어썰트 인레이지가 낮아지는거라 저 퍼뎀이 ",domain-lexicon-v1.1
2298,224762,buccaneer,다들 고생많으셨습니다,2026-07-16 08:01:00+00:00,https://www.inven.co.kr/board/maple/2298/224762,views,1236,0,0,0,True,neutral,neutral,information,커뮤니티,0.35,,바이퍼 이제 놔줍시다,domain-lexicon-v1.1
2297,331288,cadena,브릭 단일 캔슬 질문,2026-07-16 11:09:00+00:00,https://www.inven.co.kr/board/maple/2297/331288,comments,311,0,6,7,True,neutral,positive,question,커뮤니티,0.35,,보통 브릭 캔슬할때 체이스로 끊으면 브릭이 증발해서 클로로 끊잖아요 전 사용할때 윗브 클해서 터트리고 클로로 다시 내려오는걸로 사용하는데 제가 잘 사용하고있는지 몰라서요.. 그리고 브릭 단일캔슬할때 클로쿨이 돌아있어야 캔슬이 되는거죠?,domain-lexicon-v1.1
2297,331169,cadena,●▅▇█▇▆▅▄▇ 족쇄추가 무조건 막아야합니다,2026-07-16 08:43:00+00:00,https://www.inven.co.kr/board/maple/2297/331169,recommendations,519,7,2,3,True,neutral,neutral,request,밸런스·스킬,0.35,,오드넌스 끝나는거 보고 써야하는 구조는 말도안되는 족쇄입니다 오드넌스랑 분리해서 극딜시작과 동시에 딸깍 누르면 되는 스킬로 개선받아야해요,domain-lexicon-v1.1
2297,331242,cadena,카쌤들 그래서 신6차 안열어도댐?,2026-07-16 10:00:00+00:00,https://www.inven.co.kr/board/maple/2297/331242,views,867,0,2,2,True,neutral,positive,information,커뮤니티,0.35,,오드 10렙 메일10렙인 어머밥임,domain-lexicon-v1.1
2298,224623,cannon_shooter,캐슈 체급 어떤가요 ??,2026-07-13 15:00:00+00:00,https://www.inven.co.kr/board/maple/2298/224623,comments,1331,0,12,12,True,neutral,neutral,request,밸런스·스킬,0.35,,직업 이해도와 보스 이해도 차이가 있다고 해도 이적자 120퍼 2초 남기고 잡고 하드 세렌 106퍼인데 택도 없게 많이 남는데 체급이 낮은 편인가요 평균인가요 ?? 추가로 첫 극딜 일필 맞추고 준극이 일필보다 빨리 도는데 극딜 좀 밀리더라도 일필에 맞추는게 나은가요 ??,domain-lexicon-v1.1
2298,224766,cannon_shooter,키다운이 손해니까 키다운딜을 올리고 막타딜을 내렸습니다~ 짜잔~,2026-07-16 08:10:00+00:00,https://www.inven.co.kr/board/maple/2298/224766,recommendations,981,5,2,2,True,neutral,neutral,information,밸런스·스킬,0.35,,버스터 마코30기준 신규코어는 저레벨구간에서 키다운을 하는게 손해라서 키다운을 강제하고 막타딜을 내렸네요. 대단하다 개 창 섭 캐논슈터 - 메가 캐논 봄바드 · 지속 포격의 데미지가 마스터 레벨 기준 839%에서 1259%로 증가됩니다. · 폭발의 데미지가 마스터 레벨 기준 3693%에서 2462%로 감소됩니다.,domain-lexicon-v1.1
2298,224670,corsair,캡틴 검마 3페 팁좀,2026-07-13 15:00:00+00:00,https://www.inven.co.kr/board/maple/2298/224670,comments,1036,0,12,12,True,neutral,positive,information,보스·전투,0.35,,"해방x 핵환 3.3 나오고 1페는 극딜 1어센트면 넘어감, 2페도 무난무난 근데 3페만 가면 정신 나가겠음,, 연모로 계속하고 있는데 3페가 진짜 미친새ᄀ임 + 바닥에 장판깔리는 즉사패턴에서 검마 밀격 당하면 끔살이던데 이때 왼쪽으로 달려서 피해도됨?",domain-lexicon-v1.1
2298,224842,corsair,[테섭](개선 요청)신규스킬 에어리얼 봄바드먼트 타격 범위_260716,2026-07-16 12:24:00+00:00,https://www.inven.co.kr/board/maple/2298/224842,recommendations,602,14,2,1,False,neutral,neutral,request,밸런스·스킬,0.35,,"에어리얼 봄바드먼트의 기본 설명 입니다. https://www.inven.co.kr/board/maple/2298/224275 -------------- -------------- -------------- -------------- -------------- -------------- -------------- -------------- 에어리얼 봄바드먼트 공격 타입 중 에어 스트라이크 의 좁은 범위로 일부 보스에서 손해가 발생합니다. 폭발 범위 증가 건의 드립니다. 에어 스트라이크 는 스택1 (소형 갈매기) 하나당 5번(타수)의 공격 을 합니다. 공격횟수 = 사용횟수 X 5회 입니다. 이 공격은 폭발형 이며, 일정 범위 에 최대 4마리 까지 공격 가능합니다. 따라서 대상이 2마리일 경우 스택1당 공격 타수가 10번 씩 찍힙니다. [에어스트라이크 - 2마리 타격 횟수] ​ ​ ​ 갈매기의 등장 방향은 랜덤이지만 처음 7~8회의 공격 모두 오른쪽에서만 등장 했으며 대상의 우측에만 폭",domain-lexicon-v1.1
2298,224734,corsair,신규스킬 이펙트고 딜이고,2026-07-15 22:49:00+00:00,https://www.inven.co.kr/board/maple/2298/224734,views,1475,0,10,12,True,neutral,mixed,request,밸런스·스킬,0.35,,"최근 1주일 동안의 캡틴 게시판 반응 겸 제 생각 스킬이 이대로 나온다면, 언제 나올지 모를 리마스터 전까지는 이펙트 개선도 없을 것이다. 동의 -> 캡틴이 챌섭 추천 캐릭, 유챔 추천 캐릭에 오르내리며 최근 유입 인구가 많아진 것으로 알고 있습니다. 누군가에게는 향수를 불러일으키는 이펙트라고도 생각합니다. 저도 처음에는 ""와, 에어스트라이크!"" 했지만, 정신을 차리고 보니 함장으로 콘셉트를 바꿨는데?라는 생각 이 들었습니다. 리마스터 이후 함대를 운영하는 콘셉트를 좋아해서 오신 분들도 많을 거라고 생각합니다. 이에 더해 직업의 콘셉트를 리마스터하면서 동물은 전부 치워내고 함대 콘셉트로 바꿨기 때문에, 이펙트 개선 의견에 동의합니다. 이펙트는 그렇다 치더라도 딜이 약하다. = 부분동의 -> 이번 신규 스킬 기준으로 이펙트를 챙길 수 '없다면' , 차라리 딜이라도 받자는 의견에도 어느 정도 공감하는 바입니다. 이 부분은 오늘 라이브가 나와 봐야 알 수 있을 것 같습니다. 어차피 이펙트",domain-lexicon-v1.1
2294,457589,dark_knight,◀――●▅▇█▇▆▅▄▇ 일단 누울게요 9월에 깨워주세요,2026-07-16 09:08:00+00:00,https://www.inven.co.kr/board/maple/2294/457589,recommendations,701,1,3,3,False,neutral,neutral,request,밸런스·스킬,0.35,,비홀더 계열 스킬 동시 사용 가능 궁니르 비중 닼신숔or피사클 이관 리인카 수동 발동 기능 추가 레조넌스 최종뎀 롤백 돌진으로 평딜기 캔슬 기능,domain-lexicon-v1.1
2294,457719,dark_knight,이번 닼나 2차 테섭 솔직한 후기,2026-07-16 10:58:00+00:00,https://www.inven.co.kr/board/maple/2294/457719,views,943,0,3,4,True,negative,neutral,request,밸런스·스킬,0.6,불편,"여전히 직게에 불만글이 많이 올라오고 있는데, 이번 신규 코어 패치를 전체적인 분위기와 상황을 고려해서 이성적으로 평가해보면 저는 다행이라고 생각합니다. 1. 쇼크/임팩트 동시사용 이번 2차 테섭에서 쇼크 or 일반임팩트후 강화임팩트 딜레이를 삭제했음에도 쇼크/임팩트 동시사용은 개선되지 않았습니다. 이걸 보면 적어도 이번 7월 패치에서는 쇼크/임팩트 동시사용을 손볼 생각은 추호도 없어 보여요 어차피 쇼크/임팩트는 기존부터 있었던 족쇄인 만큼, 이번 신규스킬 패치만 놓고본다면 기존의 깔끔한 극딜구조가 그대로 유지됐고 불쾌한 부분도 사라졌습니다. 지금 다른 직업들을 보면 구조 변경으로 인해 불편함이 생긴 경우도 많아보이는데, 지금 분위기를 생각하면 닼나는 현재 상황에선 다행이라고 봅니다. 2. 강화임팩트 사용 시 일반임팩트 증발 이 부분을 불만으로 말씀하시는 분들도 계신데, 저는 지금 방식이 맞다고 봅니다. 만약 일반임팩트가 증발하지 않는 구조였다면 극딜 고점은 아마 일반임팩트 -> 시",domain-lexicon-v1.1
2294,457534,demon_avenger,신스킬 나오면 키세팅,2026-07-16 08:34:00+00:00,https://www.inven.co.kr/board/maple/2294/457534,comments,697,0,9,9,True,neutral,neutral,request,밸런스·스킬,0.35,,도무지 넣을 자리가 없는데 다른분들은 어떠신가요? ps) 아 제발 디맨션도 현재체력 코스트로 바꾸고 시퀀스에 좀 넣게 해주라; 이거 해준다고 데벤 씹사기캐 되는것도 아니고 편의성 개선인데 코악물고 안해주네 진짜..,domain-lexicon-v1.1
2294,457788,demon_avenger,다 좋고 잘받은거 알겠는데,2026-07-16 13:32:00+00:00,https://www.inven.co.kr/board/maple/2294/457788,recommendations,306,2,0,2,True,neutral,neutral,information,커뮤니티,0.35,,디멘션 레퀴엠 체력코스트랑 디멘션 시퀀스화는 언제 해주는?,domain-lexicon-v1.1
2294,457584,demon_avenger,신스킬 회복제한,2026-07-16 09:04:00+00:00,https://www.inven.co.kr/board/maple/2294/457584,views,837,1,7,7,True,neutral,neutral,information,밸런스·스킬,0.35,,"테섭에서 테스트 해봤는데 블피,이여축으도 결국 스킬로 회복되는거라 회복적용 안되네요! 정상화되서 다행입니다. 다만 포션은 회복적용이 되서 이제 펫 자동포션은 못넣어놓지 싶네요",domain-lexicon-v1.1
2294,457542,demon_slayer,챌섭에서 듀블키우는데 데슬로 바꿀까하는데 어떤가요,2026-07-16 08:37:00+00:00,https://www.inven.co.kr/board/maple/2294/457542,comments,628,0,6,6,True,neutral,positive,information,밸런스·스킬,0.35,,뽀뽀딜하면서 딜까지 구리길래 맘이 싱숭생숭 하네요,domain-lexicon-v1.1
2294,457802,demon_slayer,지금이야말로 구조개선의 토론을 할때 아닌가?,2026-07-16 14:13:00+00:00,https://www.inven.co.kr/board/maple/2294/457802,recommendations,151,0,0,4,True,neutral,negative,debate,커뮤니티,0.35,,어웨 상시화 루포실 피격댐 포스 개선 오리진 압축 이정도만 되면 그냥 싸버릴듯 ᄋᄋ,domain-lexicon-v1.1
2297,331190,dual_blade,닼나나 바이퍼는 방무 추가 줬네ㅋㅋ,2026-07-16 09:04:00+00:00,https://www.inven.co.kr/board/maple/2297/331190,comments,1791,18,8,8,True,neutral,neutral,request,커뮤니티,0.35,,듀블 방무 스킵은 무능이 아니라 그냥 의도된 사항이네요ᄏᄏ 도대체 왜?,domain-lexicon-v1.1
2295,299475,evan,드래곤소어 구조 추가 개선안,2026-07-16 09:21:00+00:00,https://www.inven.co.kr/board/maple/2295/299475,comments,1099,9,16,16,True,neutral,negative,request,밸런스·스킬,0.35,,1-1. 소어 엘블 바로 사용 시 남은 소어 데미지 피니셔에 포함 혹은 1-2. 소어 피니셔 데미지 적용 시간 차이로 극딜 돌아와 타이밍이 강제로 바뀌는데 이펙트 모션 시간 줄이든가 해서 기존 드브 임브와 동일하게 맞추기 (기존 드브 3마나 임브 7마나 돌아와 -> 테섭 소어 3.5마나 피니셔 8마나 돌아와) 2. 보이스 정상화 3.(추가) 드브 및 소어 돌아와 에반 위치가 아닌 보스 몬스터 위치에 생성 (포지셔닝 강요 완화) 신규 6차 관련 테섭 문의 넣으려고 하는데 더 의견내실거 있을까요,domain-lexicon-v1.1
2295,299372,evan,에반 2차테섭 변경사항,2026-07-16 07:56:00+00:00,https://www.inven.co.kr/board/maple/2295/299372,views,1756,3,3,3,True,neutral,neutral,information,밸런스·스킬,0.35,,■ 에반 - 드래곤 소어 · 스킬 설명이 수정됩니다. · 스킬 보이스가 변경됩니다. · 재사용 대기시간이 삭제됩니다. · 조디악 레이 지속 시간 동안 1회 사용 가능하도록 변경됩니다. - 버티컬 피니셔 · 스킬 보이스가 변경됩니다.,domain-lexicon-v1.1
2295,299443,flame_wizard,플위 2차 테섭 변경점 있나요?,2026-07-16 08:55:00+00:00,https://www.inven.co.kr/board/maple/2295/299443,comments,607,0,3,3,True,neutral,neutral,information,커뮤니티,0.35,,이펙트나 퍼뎀 달라졌나요? 제발,domain-lexicon-v1.1
2295,299604,flame_wizard,플위 고수님들,2026-07-16 13:09:00+00:00,https://www.inven.co.kr/board/maple/2295/299604,recommendations,226,0,1,3,True,neutral,neutral,information,커뮤니티,0.35,,카칼 98.93퍼인데 솔플 가능성 있을까요,domain-lexicon-v1.1
5974,6769863,free,메이린·레테 인장 받아가세요! 2026 메이플 인벤 여름 이벤트,2026-06-23 15:00:00+00:00,https://www.inven.co.kr/board/maple/5974/6769863,comments,23619,26,91,79,False,positive,mixed,request,커뮤니티,0.6,재미,"안녕하세요, 인벤팀입니다. 메이플스토리 2026년 여름 이벤트 '오버드라이브' , 재미있게 즐기고 계신가요? 저도 레테로 메이린을 잡고, 빠르게 티어도 올리고 있습니다. 여러 개선 사항이 더해진 만큼, 성장 속도도 역대급으로 느껴지네요. 뜨거운 여름을 맞아, 메이플스토리 인벤에서도 커뮤니티 이벤트와 인장 업데이트를 준비했습니다. 딸깍 몇 번으로 이벤트에 참여하고, 귀여운 메이린 인장 과 레테 인장 을 모두 받아가세요. 이외에도 레테 아크릴 스탠드 를 드리는 이벤트도 준비되어 있으니 많은 관심 부탁드립니다. 메이플스토리 인벤 여름 이벤트 페이지 바로가기 이벤트 한눈에 보기 아래 항목을 선택하면 해당 이벤트 안내로 이동합니다. EVENT.1 게임 프로필 갱신 이벤트 - 프로필을 갱신하고 메이린 인장 받기 EVENT.2 레테 인장 출시 및 전직업 인장 복각 - 원하는 직업 인장 선택 EVENT.3 팁과 노하우 게시판 이벤트 - 신규·복귀 유저를 위한 팁 작성 EVENT.4 질문과 답변 게",domain-lexicon-v1.1
5974,6889698,free,(추가2) 테섭 신규이벤트&라이브&캐시 요약 : 사과 보상/부티크 등,2026-07-16 09:11:00+00:00,https://www.inven.co.kr/board/maple/5974/6889698,recommendations,62390,143,54,51,False,mixed,positive,information,이벤트·캐시,0.8999999999999999,감사 · 오류 · 부족,[수정/추가 사항] 1. 프리미엄 헤어/성형 쿠폰 목록 추가 2. 일부 오타들 수정 3. 모멘텀 패스 구성품 : 교환 불가 ----------------- 안녕하세요 이 글은 오늘 진행된 테섭과 라이브의 핵심이 되는 내용들을 간략히 보실 수 있게 정리한 것입니다 이후 여력 되는 대로 보충하겠습니다 잘못 적힌 또는 누락된 부분은 말씀해 주시면 감사히 수정합니다 -------------------- ▶ 이 글의 내용들(라이브&테섭에서 공개된 것들)은 본섭 적용 시 변동/변경될 수 있으며 본섭에 7/23(목) 업데이트 적용 예정입니다. 잘못 적힌 또는 누락된 부분 있을 수 있으며 이 경우 수정 시 글 맨 위에서 말씀 드립니다 ---------------------- [메이플 옥션 관련 관련 사항 / 오류 사과 보상] 1. 아무리 도전적인 콘텐츠였다고 해도 저조차도 이해 못 할 너무나도 잦은 오류들에 대해 진심으로 사과의 말씀 드린다. 이번에 개선하긴 했는데 많이 부족하다. 문의 해주신 부,domain-lexicon-v1.1
